[2016-03-17 07:49:22] my_logger.INFO: Something Interesting Happening Here!!! [] []
[2016-03-17 07:50:23] foodtrip_log.INFO: Something Interesting Happening Here!!! [] []
[2016-03-17 07:50:50] foodtrip_log.INFO: Something Interesting Happening Here!!! [] []
[2016-04-27 15:59:46] foodtrip_log.INFO: This is an INFO Log [] []
[2016-04-28 23:30:33] foodtrip_log.INFO: This is an INFO Log [] []
[2016-04-28 23:30:49] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-01 03:04:08] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-01 14:14:03] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-01 14:14:19] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-01 14:14:36] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-01 14:14:40] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-01 14:15:03] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-01 14:27:12] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-01 14:51:19] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-01 15:04:16] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-01 15:05:35] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-01 15:26:49] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-01 15:26:53] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-01 15:48:18] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-01 15:48:37] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-01 15:48:42] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-01 15:49:06] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-01 15:49:11] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-01 15:49:31] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-01 15:49:51] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-01 15:57:07] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-01 16:46:24] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-01 16:46:28] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-01 16:48:25] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-01 16:49:57] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-01 16:50:17] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-01 16:50:39] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-01 16:51:14] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-01 16:51:38] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-01 16:54:46] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-01 16:54:52] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-01 16:57:49] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-01 16:58:02] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-01 16:58:19] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-01 16:58:44] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-01 16:58:58] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-01 16:59:26] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-01 16:59:34] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-01 16:59:48] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-01 16:59:55] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-01 17:00:24] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-01 17:00:47] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-01 17:02:15] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-01 17:02:37] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-01 17:02:59] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-01 17:03:26] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-01 17:05:20] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-01 17:06:36] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-01 17:07:24] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-01 17:07:33] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-02 08:14:25] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-02 08:15:26] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-02 08:18:49] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-02 08:19:18] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-02 08:45:23] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-02 08:46:13] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-02 08:47:09] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-02 08:47:45] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-02 08:48:05] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-02 08:48:26] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-02 08:48:44] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-02 08:49:18] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-02 08:49:28] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-02 08:49:34] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-02 08:51:15] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-02 08:51:26] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-02 08:51:39] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-02 08:51:50] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-02 08:52:05] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-02 08:52:18] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-02 08:52:39] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-02 08:53:25] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-02 08:54:06] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-02 08:54:27] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-02 08:54:34] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-02 08:54:51] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-02 08:54:57] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-12 15:57:14] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-12 16:00:00] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-12 16:12:33] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-12 16:13:34] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-12 16:15:52] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-12 16:22:33] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-12 16:22:56] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-12 16:30:37] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-12 16:31:03] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-12 16:31:31] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-12 16:35:12] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-12 16:36:28] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-12 16:39:10] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-12 16:41:07] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-12 16:43:36] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-12 16:47:07] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-12 16:47:50] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-12 16:48:30] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-12 16:48:46] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-12 16:49:00] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-12 16:49:40] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-12 16:50:11] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-12 16:51:06] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-12 16:52:30] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-12 16:53:54] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-12 16:58:20] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-12 17:01:54] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-12 17:04:26] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-12 17:04:50] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-12 17:05:18] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-12 17:06:06] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-12 17:07:08] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-12 17:08:41] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-12 17:09:01] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-12 17:10:49] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-12 17:11:25] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-12 17:12:22] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-12 17:12:51] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-12 17:15:18] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-12 17:15:48] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-12 17:16:19] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-12 17:16:33] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-12 17:16:49] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-12 17:16:58] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-12 17:17:11] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-12 17:18:09] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-12 17:18:27] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-12 17:19:49] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-12 17:20:05] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-12 17:20:22] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-12 17:20:31] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-12 17:21:37] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-12 17:22:12] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-12 17:22:59] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-12 17:23:27] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-12 17:29:02] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-12 17:29:15] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-12 17:32:46] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 06:20:10] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 06:20:43] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 06:23:58] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 06:24:11] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 06:24:29] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 06:24:41] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 06:25:01] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 06:26:47] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 06:27:42] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 07:36:22] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 07:36:32] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 07:37:00] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 07:37:07] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 07:37:14] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 10:17:26] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 10:17:54] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 10:18:17] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 10:18:36] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 10:18:44] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 10:18:51] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 10:19:27] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 10:20:12] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 10:21:27] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 10:21:55] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 10:22:17] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 10:22:26] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 10:22:37] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 10:23:06] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 10:38:07] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 10:39:08] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 10:40:03] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 10:40:10] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 10:41:04] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 10:41:10] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 10:42:45] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 10:42:58] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 10:43:19] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 10:43:54] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 10:43:55] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 10:43:55] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 10:43:55] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 10:43:55] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 10:43:55] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 10:43:56] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 10:43:56] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 10:43:56] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 10:43:56] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 10:43:56] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 10:43:56] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 10:43:56] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 10:43:57] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 10:43:57] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 10:43:57] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 10:43:57] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 10:43:57] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 10:43:57] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 10:43:58] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 10:43:58] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 10:44:37] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 10:45:09] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 10:45:35] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 10:45:45] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 10:46:02] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 10:46:04] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 10:46:25] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 10:46:40] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 10:46:49] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 10:46:57] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 10:47:03] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 10:47:38] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 10:48:07] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 10:48:14] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 10:48:15] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 10:49:17] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 10:49:41] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 10:50:04] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 10:50:05] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 10:50:55] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 10:50:56] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 10:51:37] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 10:51:44] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 10:51:56] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 10:52:04] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 10:57:26] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 10:57:46] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 10:57:52] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 10:57:53] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 10:58:01] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 10:58:10] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 10:58:12] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 10:58:31] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 10:58:50] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 10:58:54] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 10:58:55] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 10:58:56] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 10:58:56] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 10:59:10] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 11:01:19] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 11:01:40] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 11:02:01] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 11:02:02] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 11:02:02] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 11:02:02] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 11:02:03] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 11:02:03] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 11:02:03] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 11:02:03] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 11:03:20] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 11:03:34] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 11:03:45] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 11:03:46] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 11:03:46] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 11:03:46] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 11:05:09] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 11:05:46] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 11:05:56] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 11:06:17] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 11:06:45] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 11:18:00] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 11:18:23] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 11:18:31] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 11:19:33] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 11:22:12] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 11:22:20] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 11:22:21] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 11:22:46] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 11:22:47] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 11:23:07] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 11:23:29] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 11:23:29] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 11:23:30] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 11:23:30] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 11:23:30] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 11:23:30] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 11:23:30] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 11:23:30] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 11:27:56] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 11:27:57] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 11:28:29] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 11:28:35] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 11:28:45] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 11:28:54] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 11:29:06] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 11:29:36] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 11:29:56] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 11:30:06] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 11:30:17] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 11:30:28] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 11:30:57] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 11:31:20] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 11:31:25] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 11:33:36] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 11:34:15] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 11:34:49] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 11:34:58] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 11:35:06] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 11:35:43] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 11:36:09] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 11:36:51] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 11:37:00] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 11:37:01] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 11:37:26] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 11:38:48] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 11:39:02] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 11:39:20] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 11:39:43] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 11:39:53] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 11:39:54] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 11:40:05] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 11:40:45] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 11:41:01] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 11:41:23] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 11:41:27] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 11:41:33] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 11:41:53] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 11:42:14] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 11:42:45] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 11:42:55] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 11:43:06] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 11:44:28] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 11:44:42] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 11:44:51] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 11:44:58] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 11:45:06] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 11:45:21] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 11:52:19] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 11:52:28] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 11:52:38] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 11:53:12] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 11:53:53] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 11:54:01] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 11:54:11] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 11:54:22] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 11:54:47] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 11:55:20] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 11:55:28] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 11:55:41] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 11:56:42] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 11:57:14] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 11:57:51] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 11:58:57] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 12:05:32] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 12:05:43] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 12:05:51] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 12:06:25] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 12:12:03] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 12:13:50] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 12:16:08] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 12:16:30] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 12:22:02] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 12:22:09] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 12:22:12] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 12:22:49] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 12:22:55] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 12:23:45] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 12:24:08] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 12:24:21] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 12:24:33] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 12:24:36] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 12:31:58] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 12:33:06] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 12:33:39] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 12:34:54] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 12:35:10] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 12:35:59] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 12:36:10] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 12:45:50] foodtrip_log.INFO: This is an INFO Log [] []
[2016-05-14 12:46:44] foodtrip_log.INFO: This is an INFO Log [] []
